country_name, 1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
Kenya,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.052*,0.074*,0.096*,0.118*,0.140,0.162*,0.184*,0.206*,0.228*,0.250,0.266*,0.282*,0.298*,0.314*,0.330,0.398*,0.466*,0.534*,0.602*,0.670,0.682*,0.694*,0.706*,0.718*,0.730,0.744*,0.758*,0.772*,0.786*,0.800,0.816*,0.832*,0.848*,0.864*,0.880,0.894*,0.908*,0.922*,0.936*,0.950,0.976*,1.002*,1.028*,1.054*,1.080,1.104*,1.128*,1.152*,1.176*,1.200,1.230*,1.260*,1.290*,1.320*,1.350,1.392*,1.434*,1.476*,1.518*,1.560,1.602*,1.644*,1.686*,1.728*,1.770,1.872*,1.974*,2.076*,2.178*,2.280,2.388*,2.496*,2.604*,2.712*,2.820,2.978*,3.136*,3.294*,3.452*,3.610,3.754*,3.898*,4.042*,4.186*,4.330,4.474*,4.618*,4.762*,4.906*,5.050,5.140*,5.230*,5.320*,5.410*,5.500,5.582*,5.664*,5.746*,5.828*,5.910,6.024*,6.138*,6.252*,6.366*,6.480,6.478*,6.476*,6.474*,6.472*,6.470,6.432*,6.394*,6.356*,6.318*,6.280,6.370*,6.460*,6.550*,6.640*,6.730,
Turkey,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.066*,0.092*,0.118*,0.144*,0.170,0.184*,0.198*,0.212*,0.226*,0.240,0.236*,0.232*,0.228*,0.224*,0.220,0.238*,0.256*,0.274*,0.292*,0.310,0.326*,0.342*,0.358*,0.374*,0.390,0.408*,0.426*,0.444*,0.462*,0.480,0.498*,0.516*,0.534*,0.552*,0.570,0.594*,0.618*,0.642*,0.666*,0.690,0.708*,0.726*,0.744*,0.762*,0.780,0.812*,0.844*,0.876*,0.908*,0.940,0.980*,1.020*,1.060*,1.100*,1.140,1.196*,1.252*,1.308*,1.364*,1.420,1.504*,1.588*,1.672*,1.756*,1.840,1.912*,1.984*,2.056*,2.128*,2.200,2.276*,2.352*,2.428*,2.504*,2.580,2.682*,2.784*,2.886*,2.988*,3.090,3.226*,3.362*,3.498*,3.634*,3.770,3.980*,4.190*,4.400*,4.610*,4.820,4.900*,4.980*,5.060*,5.140*,5.220,5.352*,5.484*,5.616*,5.748*,5.880,5.978*,6.076*,6.174*,6.272*,6.370,6.468*,6.566*,6.664*,6.762*,6.860,6.976*,7.092*,7.208*,7.324*,7.440,7.578*,7.716*,7.854*,7.992*,8.130,8.202*,8.274*,8.346*,8.418*,8.490,
Finland,0.130,0.136*,0.142*,0.148*,0.154*,0.160,0.166*,0.172*,0.178*,0.184*,0.190,0.198*,0.206*,0.214*,0.222*,0.230,0.244*,0.258*,0.272*,0.286*,0.300,0.318*,0.336*,0.354*,0.372*,0.390,0.544*,0.698*,0.852*,1.006*,1.160,1.238*,1.316*,1.394*,1.472*,1.550,1.566*,1.582*,1.598*,1.614*,1.630,1.700*,1.770*,1.840*,1.910*,1.980,2.054*,2.128*,2.202*,2.276*,2.350,2.428*,2.506*,2.584*,2.662*,2.740,2.810*,2.880*,2.950*,3.020*,3.090,3.152*,3.214*,3.276*,3.338*,3.400,3.424*,3.448*,3.472*,3.496*,3.520,3.552*,3.584*,3.616*,3.648*,3.680,3.726*,3.772*,3.818*,3.864*,3.910,3.940*,3.970*,4.000*,4.030*,4.060,4.098*,4.136*,4.174*,4.212*,4.250,4.394*,4.538*,4.682*,4.826*,4.970,5.174*,5.378*,5.582*,5.786*,5.990,6.214*,6.438*,6.662*,6.886*,7.110,7.296*,7.482*,7.668*,7.854*,8.040,8.034*,8.028*,8.022*,8.016*,8.010,8.120*,8.230*,8.340*,8.450*,8.560,8.710*,8.860*,9.010*,9.160*,9.310,9.428*,9.546*,9.664*,9.782*,9.900,10.004*,10.108*,10.212*,10.316*,10.420,10.478*,10.536*,10.594*,10.652*,10.710,10.756*,10.802*,10.848*,10.894*,10.940,10.962*,10.984*,11.006*,11.028*,11.050,
Malaysia,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.042*,0.044*,0.046*,0.048*,0.050,0.052*,0.054*,0.056*,0.058*,0.060,0.066*,0.072*,0.078*,0.084*,0.090,0.116*,0.142*,0.168*,0.194*,0.220,0.248*,0.276*,0.304*,0.332*,0.360,0.388*,0.416*,0.444*,0.472*,0.500,0.538*,0.576*,0.614*,0.652*,0.690,0.754*,0.818*,0.882*,0.946*,1.010,1.068*,1.126*,1.184*,1.242*,1.300,1.346*,1.392*,1.438*,1.484*,1.530,1.574*,1.618*,1.662*,1.706*,1.750,1.792*,1.834*,1.876*,1.918*,1.960,2.010*,2.060*,2.110*,2.160*,2.210,2.268*,2.326*,2.384*,2.442*,2.500,2.598*,2.696*,2.794*,2.892*,2.990,3.100*,3.210*,3.320*,3.430*,3.540,3.714*,3.888*,4.062*,4.236*,4.410,4.540*,4.670*,4.800*,4.930*,5.060,5.260*,5.460*,5.660*,5.860*,6.060,6.254*,6.448*,6.642*,6.836*,7.030,7.226*,7.422*,7.618*,7.814*,8.010,8.140*,8.270*,8.400*,8.530*,8.660,8.826*,8.992*,9.158*,9.324*,9.490,9.624*,9.758*,9.892*,10.026*,10.160,10.306*,10.452*,10.598*,10.744*,10.890,11.010*,11.130*,11.250*,11.370*,11.490,11.584*,11.678*,11.772*,11.866*,11.960,
Panama,0.080,0.086*,0.092*,0.098*,0.104*,0.110,0.114*,0.118*,0.122*,0.126*,0.130,0.138*,0.146*,0.154*,0.162*,0.170,0.178*,0.186*,0.194*,0.202*,0.210,0.220*,0.230*,0.240*,0.250*,0.260,0.378*,0.496*,0.614*,0.732*,0.850,0.892*,0.934*,0.976*,1.018*,1.060,1.146*,1.232*,1.318*,1.404*,1.490,1.540*,1.590*,1.640*,1.690*,1.740,1.782*,1.824*,1.866*,1.908*,1.950,1.992*,2.034*,2.076*,2.118*,2.160,2.224*,2.288*,2.352*,2.416*,2.480,2.566*,2.652*,2.738*,2.824*,2.910,2.962*,3.014*,3.066*,3.118*,3.170,3.222*,3.274*,3.326*,3.378*,3.430,3.518*,3.606*,3.694*,3.782*,3.870,3.948*,4.026*,4.104*,4.182*,4.260,4.358*,4.456*,4.554*,4.652*,4.750,4.802*,4.854*,4.906*,4.958*,5.010,5.086*,5.162*,5.238*,5.314*,5.390,5.532*,5.674*,5.816*,5.958*,6.100,6.258*,6.416*,6.574*,6.732*,6.890,7.030*,7.170*,7.310*,7.450*,7.590,7.688*,7.786*,7.884*,7.982*,8.080,8.206*,8.332*,8.458*,8.584*,8.710,8.816*,8.922*,9.028*,9.134*,9.240,9.294*,9.348*,9.402*,9.456*,9.510,9.552*,9.594*,9.636*,9.678*,9.720,9.788*,9.856*,9.924*,9.992*,10.060,10.136*,10.212*,10.288*,10.364*,10.440,
Iran,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.072*,0.104*,0.136*,0.168*,0.200,0.204*,0.208*,0.212*,0.216*,0.220,0.226*,0.232*,0.238*,0.244*,0.250,0.254*,0.258*,0.262*,0.266*,0.270,0.276*,0.282*,0.288*,0.294*,0.300,0.320*,0.340*,0.360*,0.380*,0.400,0.418*,0.436*,0.454*,0.472*,0.490,0.512*,0.534*,0.556*,0.578*,0.600,0.624*,0.648*,0.672*,0.696*,0.720,0.774*,0.828*,0.882*,0.936*,0.990,1.092*,1.194*,1.296*,1.398*,1.500,1.634*,1.768*,1.902*,2.036*,2.170,2.310*,2.450*,2.590*,2.730*,2.870,3.064*,3.258*,3.452*,3.646*,3.840,4.004*,4.168*,4.332*,4.496*,4.660,4.826*,4.992*,5.158*,5.324*,5.490,5.730*,5.970*,6.210*,6.450*,6.690,6.884*,7.078*,7.272*,7.466*,7.660,7.826*,7.992*,8.158*,8.324*,8.490,8.622*,8.754*,8.886*,9.018*,9.150,9.194*,9.238*,9.282*,9.326*,9.370,9.456*,9.542*,9.628*,9.714*,9.800,
Haiti,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.036*,0.062*,0.088*,0.114*,0.140,0.152*,0.164*,0.176*,0.188*,0.200,0.204*,0.208*,0.212*,0.216*,0.220,0.230*,0.240*,0.250*,0.260*,0.270,0.278*,0.286*,0.294*,0.302*,0.310,0.316*,0.322*,0.328*,0.334*,0.340,0.352*,0.364*,0.376*,0.388*,0.400,0.430*,0.460*,0.490*,0.520*,0.550,0.584*,0.618*,0.652*,0.686*,0.720,0.730*,0.740*,0.750*,0.760*,0.770,0.736*,0.702*,0.668*,0.634*,0.600,0.616*,0.632*,0.648*,0.664*,0.680,0.710*,0.740*,0.770*,0.800*,0.830,0.862*,0.894*,0.926*,0.958*,0.990,1.036*,1.082*,1.128*,1.174*,1.220,1.288*,1.356*,1.424*,1.492*,1.560,1.662*,1.764*,1.866*,1.968*,2.070,2.266*,2.462*,2.658*,2.854*,3.050,3.152*,3.254*,3.356*,3.458*,3.560,3.660*,3.760*,3.860*,3.960*,4.060,4.136*,4.212*,4.288*,4.364*,4.440,4.532*,4.624*,4.716*,4.808*,4.900,4.954*,5.008*,5.062*,5.116*,5.170,5.236*,5.302*,5.368*,5.434*,5.500,5.590*,5.680*,5.770*,5.860*,5.950,
Dominican Republic,0.070,0.076*,0.082*,0.088*,0.094*,0.100,0.108*,0.116*,0.124*,0.132*,0.140,0.150*,0.160*,0.170*,0.180*,0.190,0.198*,0.206*,0.214*,0.222*,0.230,0.236*,0.242*,0.248*,0.254*,0.260,0.266*,0.272*,0.278*,0.284*,0.290,0.372*,0.454*,0.536*,0.618*,0.700,0.772*,0.844*,0.916*,0.988*,1.060,1.108*,1.156*,1.204*,1.252*,1.300,1.346*,1.392*,1.438*,1.484*,1.530,1.594*,1.658*,1.722*,1.786*,1.850,1.922*,1.994*,2.066*,2.138*,2.210,2.228*,2.246*,2.264*,2.282*,2.300,2.300*,2.300*,2.300*,2.300*,2.300,2.318*,2.336*,2.354*,2.372*,2.390,2.418*,2.446*,2.474*,2.502*,2.530,2.540*,2.550*,2.560*,2.570*,2.580,2.620*,2.660*,2.700*,2.740*,2.780,2.854*,2.928*,3.002*,3.076*,3.150,3.268*,3.386*,3.504*,3.622*,3.740,3.852*,3.964*,4.076*,4.188*,4.300,4.436*,4.572*,4.708*,4.844*,4.980,5.100*,5.220*,5.340*,5.460*,5.580,5.690*,5.800*,5.910*,6.020*,6.130,6.220*,6.310*,6.400*,6.490*,6.580,6.670*,6.760*,6.850*,6.940*,7.030,7.132*,7.234*,7.336*,7.438*,7.540,7.656*,7.772*,7.888*,8.004*,8.120,8.192*,8.264*,8.336*,8.408*,8.480,8.592*,8.704*,8.816*,8.928*,9.040,
Croatia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.800,11.846*,11.892*,11.938*,11.984*,12.030,
Thailand,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.072*,0.104*,0.136*,0.168*,0.200,0.228*,0.256*,0.284*,0.312*,0.340,0.364*,0.388*,0.412*,0.436*,0.460,0.470*,0.480*,0.490*,0.500*,0.510,0.528*,0.546*,0.564*,0.582*,0.600,0.626*,0.652*,0.678*,0.704*,0.730,0.782*,0.834*,0.886*,0.938*,0.990,1.042*,1.094*,1.146*,1.198*,1.250,1.334*,1.418*,1.502*,1.586*,1.670,1.768*,1.866*,1.964*,2.062*,2.160,2.216*,2.272*,2.328*,2.384*,2.440,2.488*,2.536*,2.584*,2.632*,2.680,2.622*,2.564*,2.506*,2.448*,2.390,2.460*,2.530*,2.600*,2.670*,2.740,2.840*,2.940*,3.040*,3.140*,3.240,3.372*,3.504*,3.636*,3.768*,3.900,4.010*,4.120*,4.230*,4.340*,4.450,4.602*,4.754*,4.906*,5.058*,5.210,5.326*,5.442*,5.558*,5.674*,5.790,5.850*,5.910*,5.970*,6.030*,6.090,6.364*,6.638*,6.912*,7.186*,7.460,7.662*,7.864*,8.066*,8.268*,8.470,8.518*,8.566*,8.614*,8.662*,8.710,8.832*,8.954*,9.076*,9.198*,9.320,
Estonia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.330,12.322*,12.314*,12.306*,12.298*,12.290,
Congo (Kinshasa),0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.030*,0.030*,0.030*,0.030*,0.030,0.072*,0.114*,0.156*,0.198*,0.240,0.242*,0.244*,0.246*,0.248*,0.250,0.252*,0.254*,0.256*,0.258*,0.260,0.268*,0.276*,0.284*,0.292*,0.300,0.308*,0.316*,0.324*,0.332*,0.340,0.354*,0.368*,0.382*,0.396*,0.410,0.426*,0.442*,0.458*,0.474*,0.490,0.516*,0.542*,0.568*,0.594*,0.620,0.640*,0.660*,0.680*,0.700*,0.720,0.752*,0.784*,0.816*,0.848*,0.880,0.916*,0.952*,0.988*,1.024*,1.060,1.108*,1.156*,1.204*,1.252*,1.300,1.366*,1.432*,1.498*,1.564*,1.630,1.734*,1.838*,1.942*,2.046*,2.150,2.292*,2.434*,2.576*,2.718*,2.860,2.950*,3.040*,3.130*,3.220*,3.310,3.352*,3.394*,3.436*,3.478*,3.520,3.518*,3.516*,3.514*,3.512*,3.510,3.534*,3.558*,3.582*,3.606*,3.630,3.662*,3.694*,3.726*,3.758*,3.790,3.892*,3.994*,4.096*,4.198*,4.300,4.410*,4.520*,4.630*,4.740*,4.850,
Kuwait,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.022*,0.034*,0.046*,0.058*,0.070,0.080*,0.090*,0.100*,0.110*,0.120,0.132*,0.144*,0.156*,0.168*,0.180,0.192*,0.204*,0.216*,0.228*,0.240,0.334*,0.428*,0.522*,0.616*,0.710,0.748*,0.786*,0.824*,0.862*,0.900,0.930*,0.960*,0.990*,1.020*,1.050,1.108*,1.166*,1.224*,1.282*,1.340,1.392*,1.444*,1.496*,1.548*,1.600,1.672*,1.744*,1.816*,1.888*,1.960,2.070*,2.180*,2.290*,2.400*,2.510,2.600*,2.690*,2.780*,2.870*,2.960,3.038*,3.116*,3.194*,3.272*,3.350,3.396*,3.442*,3.488*,3.534*,3.580,3.798*,4.016*,4.234*,4.452*,4.670,4.846*,5.022*,5.198*,5.374*,5.550,5.624*,5.698*,5.772*,5.846*,5.920,5.966*,6.012*,6.058*,6.104*,6.150,6.144*,6.138*,6.132*,6.126*,6.120,6.124*,6.128*,6.132*,6.136*,6.140,6.190*,6.240*,6.290*,6.340*,6.390,6.410*,6.430*,6.450*,6.470*,6.490,6.516*,6.542*,6.568*,6.594*,6.620,
Germany,2.220,2.264*,2.308*,2.352*,2.396*,2.440,2.486*,2.532*,2.578*,2.624*,2.670,2.714*,2.758*,2.802*,2.846*,2.890,2.932*,2.974*,3.016*,3.058*,3.100,3.142*,3.184*,3.226*,3.268*,3.310,3.344*,3.378*,3.412*,3.446*,3.480,3.508*,3.536*,3.564*,3.592*,3.620,3.644*,3.668*,3.692*,3.716*,3.740,3.876*,4.012*,4.148*,4.284*,4.420,4.550*,4.680*,4.810*,4.940*,5.070,5.166*,5.262*,5.358*,5.454*,5.550,5.554*,5.558*,5.562*,5.566*,5.570,5.644*,5.718*,5.792*,5.866*,5.940,6.000*,6.060*,6.120*,6.180*,6.240,6.304*,6.368*,6.432*,6.496*,6.560,6.690*,6.820*,6.950*,7.080*,7.210,7.262*,7.314*,7.366*,7.418*,7.470,7.484*,7.498*,7.512*,7.526*,7.540,7.532*,7.524*,7.516*,7.508*,7.500,7.420*,7.340*,7.260*,7.180*,7.100,7.114*,7.128*,7.142*,7.156*,7.170,7.208*,7.246*,7.284*,7.322*,7.360,7.434*,7.508*,7.582*,7.656*,7.730,7.976*,8.222*,8.468*,8.714*,8.960,9.154*,9.348*,9.542*,9.736*,9.930,10.062*,10.194*,10.326*,10.458*,10.590,10.868*,11.146*,11.424*,11.702*,11.980,12.100*,12.220*,12.340*,12.460*,12.580,12.636*,12.692*,12.748*,12.804*,12.860,12.908*,12.956*,13.004*,13.052*,13.100,
Ireland,0.740,0.764*,0.788*,0.812*,0.836*,0.860,0.886*,0.912*,0.938*,0.964*,0.990,1.016*,1.042*,1.068*,1.094*,1.120,1.156*,1.192*,1.228*,1.264*,1.300,1.340*,1.380*,1.420*,1.460*,1.500,1.540*,1.580*,1.620*,1.660*,1.700,1.748*,1.796*,1.844*,1.892*,1.940,1.994*,2.048*,2.102*,2.156*,2.210,2.272*,2.334*,2.396*,2.458*,2.520,2.586*,2.652*,2.718*,2.784*,2.850,2.950*,3.050*,3.150*,3.250*,3.350,3.436*,3.522*,3.608*,3.694*,3.780,3.904*,4.028*,4.152*,4.276*,4.400,4.542*,4.684*,4.826*,4.968*,5.110,5.236*,5.362*,5.488*,5.614*,5.740,5.876*,6.012*,6.148*,6.284*,6.420,6.480*,6.540*,6.600*,6.660*,6.720,6.772*,6.824*,6.876*,6.928*,6.980,7.064*,7.148*,7.232*,7.316*,7.400,7.530*,7.660*,7.790*,7.920*,8.050,8.198*,8.346*,8.494*,8.642*,8.790,8.970*,9.150*,9.330*,9.510*,9.690,9.826*,9.962*,10.098*,10.234*,10.370,10.424*,10.478*,10.532*,10.586*,10.640,10.672*,10.704*,10.736*,10.768*,10.800,10.846*,10.892*,10.938*,10.984*,11.030,11.184*,11.338*,11.492*,11.646*,11.800,11.930*,12.060*,12.190*,12.320*,12.450,12.674*,12.898*,13.122*,13.346*,13.570,13.604*,13.638*,13.672*,13.706*,13.740,
Myanmar (Burma),0.050,0.054*,0.058*,0.062*,0.066*,0.070,0.076*,0.082*,0.088*,0.094*,0.100,0.112*,0.124*,0.136*,0.148*,0.160,0.174*,0.188*,0.202*,0.216*,0.230,0.242*,0.254*,0.266*,0.278*,0.290,0.304*,0.318*,0.332*,0.346*,0.360,0.378*,0.396*,0.414*,0.432*,0.450,0.466*,0.482*,0.498*,0.514*,0.530,0.590*,0.650*,0.710*,0.770*,0.830,0.848*,0.866*,0.884*,0.902*,0.920,0.932*,0.944*,0.956*,0.968*,0.980,1.002*,1.024*,1.046*,1.068*,1.090,1.104*,1.118*,1.132*,1.146*,1.160,1.174*,1.188*,1.202*,1.216*,1.230,1.224*,1.218*,1.212*,1.206*,1.200,1.194*,1.188*,1.182*,1.176*,1.170,1.186*,1.202*,1.218*,1.234*,1.250,1.254*,1.258*,1.262*,1.266*,1.270,1.304*,1.338*,1.372*,1.406*,1.440,1.456*,1.472*,1.488*,1.504*,1.520,1.554*,1.588*,1.622*,1.656*,1.690,1.820*,1.950*,2.080*,2.210*,2.340,2.446*,2.552*,2.658*,2.764*,2.870,2.894*,2.918*,2.942*,2.966*,2.990,3.072*,3.154*,3.236*,3.318*,3.400,3.498*,3.596*,3.694*,3.792*,3.890,4.002*,4.114*,4.226*,4.338*,4.450,4.582*,4.714*,4.846*,4.978*,5.110,5.268*,5.426*,5.584*,5.742*,5.900,6.016*,6.132*,6.248*,6.364*,6.480,
Uganda,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.024*,0.038*,0.052*,0.066*,0.080,0.096*,0.112*,0.128*,0.144*,0.160,0.168*,0.176*,0.184*,0.192*,0.200,0.246*,0.292*,0.338*,0.384*,0.430,0.436*,0.442*,0.448*,0.454*,0.460,0.468*,0.476*,0.484*,0.492*,0.500,0.508*,0.516*,0.524*,0.532*,0.540,0.548*,0.556*,0.564*,0.572*,0.580,0.612*,0.644*,0.676*,0.708*,0.740,0.776*,0.812*,0.848*,0.884*,0.920,0.948*,0.976*,1.004*,1.032*,1.060,1.084*,1.108*,1.132*,1.156*,1.180,1.202*,1.224*,1.246*,1.268*,1.290,1.348*,1.406*,1.464*,1.522*,1.580,1.664*,1.748*,1.832*,1.916*,2.000,2.080*,2.160*,2.240*,2.320*,2.400,2.524*,2.648*,2.772*,2.896*,3.020,3.158*,3.296*,3.434*,3.572*,3.710,3.802*,3.894*,3.986*,4.078*,4.170,4.248*,4.326*,4.404*,4.482*,4.560,4.670*,4.780*,4.890*,5.000*,5.110,5.262*,5.414*,5.566*,5.718*,5.870,5.950*,6.030*,6.110*,6.190*,6.270,6.354*,6.438*,6.522*,6.606*,6.690,
Kazakhstan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.690,11.710*,11.730*,11.750*,11.770*,11.790,
Gabon,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.530,9.660*,9.790*,9.920*,10.050*,10.180,
