country_name, 1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
Maldives,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.570,7.668*,7.766*,7.864*,7.962*,8.060,
United Kingdom,0.920,0.932*,0.944*,0.956*,0.968*,0.980,1.014*,1.048*,1.082*,1.116*,1.150,1.200*,1.250*,1.300*,1.350*,1.400,1.482*,1.564*,1.646*,1.728*,1.810,1.880*,1.950*,2.020*,2.090*,2.160,2.238*,2.316*,2.394*,2.472*,2.550,2.662*,2.774*,2.886*,2.998*,3.110,3.216*,3.322*,3.428*,3.534*,3.640,3.728*,3.816*,3.904*,3.992*,4.080,4.162*,4.244*,4.326*,4.408*,4.490,4.578*,4.666*,4.754*,4.842*,4.930,5.028*,5.126*,5.224*,5.322*,5.420,5.524*,5.628*,5.732*,5.836*,5.940,6.000*,6.060*,6.120*,6.180*,6.240,6.284*,6.328*,6.372*,6.416*,6.460,6.466*,6.472*,6.478*,6.484*,6.490,6.538*,6.586*,6.634*,6.682*,6.730,6.786*,6.842*,6.898*,6.954*,7.010,7.138*,7.266*,7.394*,7.522*,7.650,7.732*,7.814*,7.896*,7.978*,8.060,8.126*,8.192*,8.258*,8.324*,8.390,8.416*,8.442*,8.468*,8.494*,8.520,8.568*,8.616*,8.664*,8.712*,8.760,8.864*,8.968*,9.072*,9.176*,9.280,9.358*,9.436*,9.514*,9.592*,9.670,9.730*,9.790*,9.850*,9.910*,9.970,10.290*,10.610*,10.930*,11.250*,11.570,11.748*,11.926*,12.104*,12.282*,12.460,12.502*,12.544*,12.586*,12.628*,12.670,12.716*,12.762*,12.808*,12.854*,12.900,
Greece,0.780,0.802*,0.824*,0.846*,0.868*,0.890,0.916*,0.942*,0.968*,0.994*,1.020,1.044*,1.068*,1.092*,1.116*,1.140,1.164*,1.188*,1.212*,1.236*,1.260,1.282*,1.304*,1.326*,1.348*,1.370,1.424*,1.478*,1.532*,1.586*,1.640,1.672*,1.704*,1.736*,1.768*,1.800,1.846*,1.892*,1.938*,1.984*,2.030,2.082*,2.134*,2.186*,2.238*,2.290,2.316*,2.342*,2.368*,2.394*,2.420,2.458*,2.496*,2.534*,2.572*,2.610,2.684*,2.758*,2.832*,2.906*,2.980,3.096*,3.212*,3.328*,3.444*,3.560,3.636*,3.712*,3.788*,3.864*,3.940,4.024*,4.108*,4.192*,4.276*,4.360,4.366*,4.372*,4.378*,4.384*,4.390,4.670*,4.950*,5.230*,5.510*,5.790,6.188*,6.586*,6.984*,7.382*,7.780,7.560*,7.340*,7.120*,6.900*,6.680,6.712*,6.744*,6.776*,6.808*,6.840,6.902*,6.964*,7.026*,7.088*,7.150,7.236*,7.322*,7.408*,7.494*,7.580,7.738*,7.896*,8.054*,8.212*,8.370,8.564*,8.758*,8.952*,9.146*,9.340,9.380*,9.420*,9.460*,9.500*,9.540,9.612*,9.684*,9.756*,9.828*,9.900,10.110*,10.320*,10.530*,10.740*,10.950,11.032*,11.114*,11.196*,11.278*,11.360,11.408*,11.456*,11.504*,11.552*,11.600,11.652*,11.704*,11.756*,11.808*,11.860,
Denmark,2.450,2.460*,2.470*,2.480*,2.490*,2.500,2.512*,2.524*,2.536*,2.548*,2.560,2.574*,2.588*,2.602*,2.616*,2.630,2.646*,2.662*,2.678*,2.694*,2.710,2.724*,2.738*,2.752*,2.766*,2.780,2.792*,2.804*,2.816*,2.828*,2.840,2.854*,2.868*,2.882*,2.896*,2.910,2.962*,3.014*,3.066*,3.118*,3.170,3.214*,3.258*,3.302*,3.346*,3.390,3.440*,3.490*,3.540*,3.590*,3.640,3.698*,3.756*,3.814*,3.872*,3.930,3.996*,4.062*,4.128*,4.194*,4.260,4.326*,4.392*,4.458*,4.524*,4.590,4.650*,4.710*,4.770*,4.830*,4.890,4.980*,5.070*,5.160*,5.250*,5.340,5.398*,5.456*,5.514*,5.572*,5.630,5.460*,5.290*,5.120*,4.950*,4.780,4.884*,4.988*,5.092*,5.196*,5.300,5.452*,5.604*,5.756*,5.908*,6.060,6.286*,6.512*,6.738*,6.964*,7.190,7.354*,7.518*,7.682*,7.846*,8.010,8.178*,8.346*,8.514*,8.682*,8.850,8.998*,9.146*,9.294*,9.442*,9.590,9.768*,9.946*,10.124*,10.302*,10.480,10.592*,10.704*,10.816*,10.928*,11.040,11.132*,11.224*,11.316*,11.408*,11.500,11.562*,11.624*,11.686*,11.748*,11.810,11.842*,11.874*,11.906*,11.938*,11.970,11.910*,11.850*,11.790*,11.730*,11.670,11.674*,11.678*,11.682*,11.686*,11.690,
Canada,2.680,2.706*,2.732*,2.758*,2.784*,2.810,2.836*,2.862*,2.888*,2.914*,2.940,2.962*,2.984*,3.006*,3.028*,3.050,3.076*,3.102*,3.128*,3.154*,3.180,3.214*,3.248*,3.282*,3.316*,3.350,3.478*,3.606*,3.734*,3.862*,3.990,4.060*,4.130*,4.200*,4.270*,4.340,4.438*,4.536*,4.634*,4.732*,4.830,4.900*,4.970*,5.040*,5.110*,5.180,5.252*,5.324*,5.396*,5.468*,5.540,5.616*,5.692*,5.768*,5.844*,5.920,6.006*,6.092*,6.178*,6.264*,6.350,6.450*,6.550*,6.650*,6.750*,6.850,6.908*,6.966*,7.024*,7.082*,7.140,7.204*,7.268*,7.332*,7.396*,7.460,7.520*,7.580*,7.640*,7.700*,7.760,7.830*,7.900*,7.970*,8.040*,8.110,8.198*,8.286*,8.374*,8.462*,8.550,8.610*,8.670*,8.730*,8.790*,8.850,8.974*,9.098*,9.222*,9.346*,9.470,9.580*,9.690*,9.800*,9.910*,10.020,10.114*,10.208*,10.302*,10.396*,10.490,10.450*,10.410*,10.370*,10.330*,10.290,10.374*,10.458*,10.542*,10.626*,10.710,10.790*,10.870*,10.950*,11.030*,11.110,11.166*,11.222*,11.278*,11.334*,11.390,11.610*,11.830*,12.050*,12.270*,12.490,12.540*,12.590*,12.640*,12.690*,12.740,12.758*,12.776*,12.794*,12.812*,12.830,12.850*,12.870*,12.890*,12.910*,12.930,
Argentina,0.390,0.410*,0.430*,0.450*,0.470*,0.490,0.510*,0.530*,0.550*,0.570*,0.590,0.602*,0.614*,0.626*,0.638*,0.650,0.660*,0.670*,0.680*,0.690*,0.700,0.726*,0.752*,0.778*,0.804*,0.830,0.858*,0.886*,0.914*,0.942*,0.970,1.066*,1.162*,1.258*,1.354*,1.450,1.522*,1.594*,1.666*,1.738*,1.810,1.918*,2.026*,2.134*,2.242*,2.350,2.468*,2.586*,2.704*,2.822*,2.940,3.010*,3.080*,3.150*,3.220*,3.290,3.376*,3.462*,3.548*,3.634*,3.720,3.784*,3.848*,3.912*,3.976*,4.040,4.098*,4.156*,4.214*,4.272*,4.330,4.394*,4.458*,4.522*,4.586*,4.650,4.702*,4.754*,4.806*,4.858*,4.910,4.976*,5.042*,5.108*,5.174*,5.240,5.330*,5.420*,5.510*,5.600*,5.690,5.758*,5.826*,5.894*,5.962*,6.030,6.120*,6.210*,6.300*,6.390*,6.480,6.590*,6.700*,6.810*,6.920*,7.030,7.126*,7.222*,7.318*,7.414*,7.510,7.626*,7.742*,7.858*,7.974*,8.090,8.206*,8.322*,8.438*,8.554*,8.670,8.718*,8.766*,8.814*,8.862*,8.910,8.944*,8.978*,9.012*,9.046*,9.080,9.178*,9.276*,9.374*,9.472*,9.570,9.598*,9.626*,9.654*,9.682*,9.710,9.686*,9.662*,9.638*,9.614*,9.590,9.644*,9.698*,9.752*,9.806*,9.860,
Chile,0.430,0.446*,0.462*,0.478*,0.494*,0.510,0.524*,0.538*,0.552*,0.566*,0.580,0.592*,0.604*,0.616*,0.628*,0.640,0.650*,0.660*,0.670*,0.680*,0.690,0.702*,0.714*,0.726*,0.738*,0.750,0.916*,1.082*,1.248*,1.414*,1.580,1.634*,1.688*,1.742*,1.796*,1.850,1.958*,2.066*,2.174*,2.282*,2.390,2.496*,2.602*,2.708*,2.814*,2.920,3.022*,3.124*,3.226*,3.328*,3.430,3.516*,3.602*,3.688*,3.774*,3.860,3.904*,3.948*,3.992*,4.036*,4.080,4.126*,4.172*,4.218*,4.264*,4.310,4.366*,4.422*,4.478*,4.534*,4.590,4.624*,4.658*,4.692*,4.726*,4.760,4.790*,4.820*,4.850*,4.880*,4.910,4.936*,4.962*,4.988*,5.014*,5.040,5.078*,5.116*,5.154*,5.192*,5.230,5.326*,5.422*,5.518*,5.614*,5.710,5.804*,5.898*,5.992*,6.086*,6.180,6.284*,6.388*,6.492*,6.596*,6.700,6.786*,6.872*,6.958*,7.044*,7.130,7.274*,7.418*,7.562*,7.706*,7.850,7.996*,8.142*,8.288*,8.434*,8.580,8.648*,8.716*,8.784*,8.852*,8.920,9.018*,9.116*,9.214*,9.312*,9.410,9.520*,9.630*,9.740*,9.850*,9.960,10.038*,10.116*,10.194*,10.272*,10.350,10.378*,10.406*,10.434*,10.462*,10.490,10.540*,10.590*,10.640*,10.690*,10.740,
Jamaica,0.670,0.688*,0.706*,0.724*,0.742*,0.760,0.788*,0.816*,0.844*,0.872*,0.900,0.946*,0.992*,1.038*,1.084*,1.130,1.188*,1.246*,1.304*,1.362*,1.420,1.478*,1.536*,1.594*,1.652*,1.710,1.762*,1.814*,1.866*,1.918*,1.970,2.030*,2.090*,2.150*,2.210*,2.270,2.310*,2.350*,2.390*,2.430*,2.470,2.498*,2.526*,2.554*,2.582*,2.610,2.640*,2.670*,2.700*,2.730*,2.760,2.782*,2.804*,2.826*,2.848*,2.870,2.892*,2.914*,2.936*,2.958*,2.980,3.020*,3.060*,3.100*,3.140*,3.180,3.216*,3.252*,3.288*,3.324*,3.360,3.388*,3.416*,3.444*,3.472*,3.500,3.528*,3.556*,3.584*,3.612*,3.640,3.660*,3.680*,3.700*,3.720*,3.740,3.778*,3.816*,3.854*,3.892*,3.930,4.040*,4.150*,4.260*,4.370*,4.480,4.576*,4.672*,4.768*,4.864*,4.960,5.076*,5.192*,5.308*,5.424*,5.540,5.686*,5.832*,5.978*,6.124*,6.270,6.388*,6.506*,6.624*,6.742*,6.860,6.984*,7.108*,7.232*,7.356*,7.480,7.694*,7.908*,8.122*,8.336*,8.550,8.758*,8.966*,9.174*,9.382*,9.590,9.690*,9.790*,9.890*,9.990*,10.090,10.138*,10.186*,10.234*,10.282*,10.330,10.226*,10.122*,10.018*,9.914*,9.810,9.868*,9.926*,9.984*,10.042*,10.100,
Norway,4.200,4.248*,4.296*,4.344*,4.392*,4.440,4.484*,4.528*,4.572*,4.616*,4.660,4.706*,4.752*,4.798*,4.844*,4.890,4.932*,4.974*,5.016*,5.058*,5.100,5.160*,5.220*,5.280*,5.340*,5.400,5.460*,5.520*,5.580*,5.640*,5.700,5.772*,5.844*,5.916*,5.988*,6.060,6.120*,6.180*,6.240*,6.300*,6.360,6.412*,6.464*,6.516*,6.568*,6.620,6.604*,6.588*,6.572*,6.556*,6.540,6.582*,6.624*,6.666*,6.708*,6.750,6.782*,6.814*,6.846*,6.878*,6.910,6.936*,6.962*,6.988*,7.014*,7.040,7.070*,7.100*,7.130*,7.160*,7.190,7.220*,7.250*,7.280*,7.310*,7.340,7.358*,7.376*,7.394*,7.412*,7.430,7.434*,7.438*,7.442*,7.446*,7.450,7.466*,7.482*,7.498*,7.514*,7.530,7.616*,7.702*,7.788*,7.874*,7.960,8.062*,8.164*,8.266*,8.368*,8.470,8.530*,8.590*,8.650*,8.710*,8.770,8.880*,8.990*,9.100*,9.210*,9.320,9.488*,9.656*,9.824*,9.992*,10.160,10.286*,10.412*,10.538*,10.664*,10.790,10.894*,10.998*,11.102*,11.206*,11.310,11.360*,11.410*,11.460*,11.510*,11.560,11.630*,11.700*,11.770*,11.840*,11.910,11.858*,11.806*,11.754*,11.702*,11.650,11.742*,11.834*,11.926*,12.018*,12.110,12.104*,12.098*,12.092*,12.086*,12.080,
Bahrain,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.820,7.898*,7.976*,8.054*,8.132*,8.210,
Indonesia,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.050*,0.060*,0.070*,0.080*,0.090,0.098*,0.106*,0.114*,0.122*,0.130,0.138*,0.146*,0.154*,0.162*,0.170,0.222*,0.274*,0.326*,0.378*,0.430,0.448*,0.466*,0.484*,0.502*,0.520,0.536*,0.552*,0.568*,0.584*,0.600,0.622*,0.644*,0.666*,0.688*,0.710,0.732*,0.754*,0.776*,0.798*,0.820,0.848*,0.876*,0.904*,0.932*,0.960,0.996*,1.032*,1.068*,1.104*,1.140,1.174*,1.208*,1.242*,1.276*,1.310,1.382*,1.454*,1.526*,1.598*,1.670,1.792*,1.914*,2.036*,2.158*,2.280,2.420*,2.560*,2.700*,2.840*,2.980,3.058*,3.136*,3.214*,3.292*,3.370,3.466*,3.562*,3.658*,3.754*,3.850,3.890*,3.930*,3.970*,4.010*,4.050,4.128*,4.206*,4.284*,4.362*,4.440,4.530*,4.620*,4.710*,4.800*,4.890,4.994*,5.098*,5.202*,5.306*,5.410,5.664*,5.918*,6.172*,6.426*,6.680,6.948*,7.216*,7.484*,7.752*,8.020,8.116*,8.212*,8.308*,8.404*,8.500,8.612*,8.724*,8.836*,8.948*,9.060,
Mauritius,0.190,0.198*,0.206*,0.214*,0.222*,0.230,0.244*,0.258*,0.272*,0.286*,0.300,0.316*,0.332*,0.348*,0.364*,0.380,0.400*,0.420*,0.440*,0.460*,0.480,0.504*,0.528*,0.552*,0.576*,0.600,0.694*,0.788*,0.882*,0.976*,1.070,1.112*,1.154*,1.196*,1.238*,1.280,1.320*,1.360*,1.400*,1.440*,1.480,1.510*,1.540*,1.570*,1.600*,1.630,1.660*,1.690*,1.720*,1.750*,1.780,1.810*,1.840*,1.870*,1.900*,1.930,1.962*,1.994*,2.026*,2.058*,2.090,2.126*,2.162*,2.198*,2.234*,2.270,2.280*,2.290*,2.300*,2.310*,2.320,2.334*,2.348*,2.362*,2.376*,2.390,2.414*,2.438*,2.462*,2.486*,2.510,2.594*,2.678*,2.762*,2.846*,2.930,3.064*,3.198*,3.332*,3.466*,3.600,3.740*,3.880*,4.020*,4.160*,4.300,4.436*,4.572*,4.708*,4.844*,4.980,5.020*,5.060*,5.100*,5.140*,5.180,5.248*,5.316*,5.384*,5.452*,5.520,5.634*,5.748*,5.862*,5.976*,6.090,6.242*,6.394*,6.546*,6.698*,6.850,6.894*,6.938*,6.982*,7.026*,7.070,7.070*,7.070*,7.070*,7.070*,7.070,7.288*,7.506*,7.724*,7.942*,8.160,8.416*,8.672*,8.928*,9.184*,9.440,9.532*,9.624*,9.716*,9.808*,9.900,10.000*,10.100*,10.200*,10.300*,10.400,
Sweden,3.600,3.622*,3.644*,3.666*,3.688*,3.710,3.738*,3.766*,3.794*,3.822*,3.850,3.876*,3.902*,3.928*,3.954*,3.980,4.002*,4.024*,4.046*,4.068*,4.090,4.114*,4.138*,4.162*,4.186*,4.210,4.232*,4.254*,4.276*,4.298*,4.320,4.340*,4.360*,4.380*,4.400*,4.420,4.436*,4.452*,4.468*,4.484*,4.500,4.518*,4.536*,4.554*,4.572*,4.590,4.640*,4.690*,4.740*,4.790*,4.840,4.884*,4.928*,4.972*,5.016*,5.060,5.176*,5.292*,5.408*,5.524*,5.640,5.690*,5.740*,5.790*,5.840*,5.890,5.944*,5.998*,6.052*,6.106*,6.160,6.234*,6.308*,6.382*,6.456*,6.530,6.614*,6.698*,6.782*,6.866*,6.950,7.016*,7.082*,7.148*,7.214*,7.280,7.362*,7.444*,7.526*,7.608*,7.690,7.776*,7.862*,7.948*,8.034*,8.120,8.226*,8.332*,8.438*,8.544*,8.650,8.844*,9.038*,9.232*,9.426*,9.620,9.756*,9.892*,10.028*,10.164*,10.300,10.370*,10.440*,10.510*,10.580*,10.650,10.726*,10.802*,10.878*,10.954*,11.030,11.106*,11.182*,11.258*,11.334*,11.410,11.472*,11.534*,11.596*,11.658*,11.720,11.748*,11.776*,11.804*,11.832*,11.860,11.878*,11.896*,11.914*,11.932*,11.950,11.938*,11.926*,11.914*,11.902*,11.890,11.898*,11.906*,11.914*,11.922*,11.930,
Russia,0.150,0.156*,0.162*,0.168*,0.174*,0.180,0.186*,0.192*,0.198*,0.204*,0.210,0.216*,0.222*,0.228*,0.234*,0.240,0.246*,0.252*,0.258*,0.264*,0.270,0.282*,0.294*,0.306*,0.318*,0.330,0.348*,0.366*,0.384*,0.402*,0.420,0.460*,0.500*,0.540*,0.580*,0.620,0.638*,0.656*,0.674*,0.692*,0.710,0.746*,0.782*,0.818*,0.854*,0.890,0.960*,1.030*,1.100*,1.170*,1.240,1.296*,1.352*,1.408*,1.464*,1.520,1.588*,1.656*,1.724*,1.792*,1.860,1.972*,2.084*,2.196*,2.308*,2.420,2.542*,2.664*,2.786*,2.908*,3.030,3.154*,3.278*,3.402*,3.526*,3.650,3.736*,3.822*,3.908*,3.994*,4.080,4.180*,4.280*,4.380*,4.480*,4.580,4.640*,4.700*,4.760*,4.820*,4.880,5.028*,5.176*,5.324*,5.472*,5.620,5.774*,5.928*,6.082*,6.236*,6.390,6.570*,6.750*,6.930*,7.110*,7.290,7.504*,7.718*,7.932*,8.146*,8.360,8.562*,8.764*,8.966*,9.168*,9.370,9.538*,9.706*,9.874*,10.042*,10.210,10.314*,10.418*,10.522*,10.626*,10.730,10.892*,11.054*,11.216*,11.378*,11.540,11.584*,11.628*,11.672*,11.716*,11.760,11.812*,11.864*,11.916*,11.968*,12.020,11.928*,11.836*,11.744*,11.652*,11.560,11.568*,11.576*,11.584*,11.592*,11.600,
Trinidad and Tobago,0.500,0.518*,0.536*,0.554*,0.572*,0.590,0.610*,0.630*,0.650*,0.670*,0.690,0.724*,0.758*,0.792*,0.826*,0.860,0.898*,0.936*,0.974*,1.012*,1.050,1.098*,1.146*,1.194*,1.242*,1.290,1.364*,1.438*,1.512*,1.586*,1.660,1.728*,1.796*,1.864*,1.932*,2.000,2.082*,2.164*,2.246*,2.328*,2.410,2.512*,2.614*,2.716*,2.818*,2.920,2.992*,3.064*,3.136*,3.208*,3.280,3.334*,3.388*,3.442*,3.496*,3.550,3.626*,3.702*,3.778*,3.854*,3.930,4.004*,4.078*,4.152*,4.226*,4.300,4.362*,4.424*,4.486*,4.548*,4.610,4.672*,4.734*,4.796*,4.858*,4.920,4.968*,5.016*,5.064*,5.112*,5.160,5.202*,5.244*,5.286*,5.328*,5.370,5.442*,5.514*,5.586*,5.658*,5.730,5.794*,5.858*,5.922*,5.986*,6.050,6.142*,6.234*,6.326*,6.418*,6.510,6.614*,6.718*,6.822*,6.926*,7.030,7.138*,7.246*,7.354*,7.462*,7.570,7.682*,7.794*,7.906*,8.018*,8.130,8.246*,8.362*,8.478*,8.594*,8.710,8.812*,8.914*,9.016*,9.118*,9.220,9.320*,9.420*,9.520*,9.620*,9.720,9.830*,9.940*,10.050*,10.160*,10.270,10.408*,10.546*,10.684*,10.822*,10.960,10.968*,10.976*,10.984*,10.992*,11.000,11.056*,11.112*,11.168*,11.224*,11.280,
Brazil,0.140,0.148*,0.156*,0.164*,0.172*,0.180,0.188*,0.196*,0.204*,0.212*,0.220,0.228*,0.236*,0.244*,0.252*,0.260,0.268*,0.276*,0.284*,0.292*,0.300,0.306*,0.312*,0.318*,0.324*,0.330,0.376*,0.422*,0.468*,0.514*,0.560,0.588*,0.616*,0.644*,0.672*,0.700,0.722*,0.744*,0.766*,0.788*,0.810,0.836*,0.862*,0.888*,0.914*,0.940,0.966*,0.992*,1.018*,1.044*,1.070,1.092*,1.114*,1.136*,1.158*,1.180,1.214*,1.248*,1.282*,1.316*,1.350,1.382*,1.414*,1.446*,1.478*,1.510,1.540*,1.570*,1.600*,1.630*,1.660,1.688*,1.716*,1.744*,1.772*,1.800,1.862*,1.924*,1.986*,2.048*,2.110,2.148*,2.186*,2.224*,2.262*,2.300,2.346*,2.392*,2.438*,2.484*,2.530,2.588*,2.646*,2.704*,2.762*,2.820,2.912*,3.004*,3.096*,3.188*,3.280,3.198*,3.116*,3.034*,2.952*,2.870,2.906*,2.942*,2.978*,3.014*,3.050,3.264*,3.478*,3.692*,3.906*,4.120,4.284*,4.448*,4.612*,4.776*,4.940,5.110*,5.280*,5.450*,5.620*,5.790,5.984*,6.178*,6.372*,6.566*,6.760,6.942*,7.124*,7.306*,7.488*,7.670,7.770*,7.870*,7.970*,8.070*,8.170,8.068*,7.966*,7.864*,7.762*,7.660,7.728*,7.796*,7.864*,7.932*,8.000,
Fiji,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.034*,0.038*,0.042*,0.046*,0.050,0.056*,0.062*,0.068*,0.074*,0.080,0.114*,0.148*,0.182*,0.216*,0.250,0.292*,0.334*,0.376*,0.418*,0.460,0.544*,0.628*,0.712*,0.796*,0.880,1.026*,1.172*,1.318*,1.464*,1.610,1.688*,1.766*,1.844*,1.922*,2.000,2.082*,2.164*,2.246*,2.328*,2.410,2.480*,2.550*,2.620*,2.690*,2.760,2.824*,2.888*,2.952*,3.016*,3.080,3.218*,3.356*,3.494*,3.632*,3.770,3.864*,3.958*,4.052*,4.146*,4.240,4.306*,4.372*,4.438*,4.504*,4.570,4.704*,4.838*,4.972*,5.106*,5.240,5.326*,5.412*,5.498*,5.584*,5.670,5.816*,5.962*,6.108*,6.254*,6.400,6.552*,6.704*,6.856*,7.008*,7.160,7.298*,7.436*,7.574*,7.712*,7.850,8.128*,8.406*,8.684*,8.962*,9.240,9.448*,9.656*,9.864*,10.072*,10.280,10.218*,10.156*,10.094*,10.032*,9.970,9.928*,9.886*,9.844*,9.802*,9.760,9.878*,9.996*,10.114*,10.232*,10.350,10.498*,10.646*,10.794*,10.942*,11.090,11.176*,11.262*,11.348*,11.434*,11.520,
Barbados,0.940,0.964*,0.988*,1.012*,1.036*,1.060,1.090*,1.120*,1.150*,1.180*,1.210,1.224*,1.238*,1.252*,1.266*,1.280,1.298*,1.316*,1.334*,1.352*,1.370,1.378*,1.386*,1.394*,1.402*,1.410,1.432*,1.454*,1.476*,1.498*,1.520,1.610*,1.700*,1.790*,1.880*,1.970,1.966*,1.962*,1.958*,1.954*,1.950,2.018*,2.086*,2.154*,2.222*,2.290,2.372*,2.454*,2.536*,2.618*,2.700,2.752*,2.804*,2.856*,2.908*,2.960,3.006*,3.052*,3.098*,3.144*,3.190,3.258*,3.326*,3.394*,3.462*,3.530,3.606*,3.682*,3.758*,3.834*,3.910,3.994*,4.078*,4.162*,4.246*,4.330,4.400*,4.470*,4.540*,4.610*,4.680,4.714*,4.748*,4.782*,4.816*,4.850,4.896*,4.942*,4.988*,5.034*,5.080,5.422*,5.764*,6.106*,6.448*,6.790,7.150*,7.510*,7.870*,8.230*,8.590,8.462*,8.334*,8.206*,8.078*,7.950,7.904*,7.858*,7.812*,7.766*,7.720,7.860*,8.000*,8.140*,8.280*,8.420,8.494*,8.568*,8.642*,8.716*,8.790,8.846*,8.902*,8.958*,9.014*,9.070,9.102*,9.134*,9.166*,9.198*,9.230,9.266*,9.302*,9.338*,9.374*,9.410,9.442*,9.474*,9.506*,9.538*,9.570,9.548*,9.526*,9.504*,9.482*,9.460,9.502*,9.544*,9.586*,9.628*,9.670,
